Date_reported,Country_code,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-03-06,AU,Australia,195717,3212550,17,6203
2022-03-07,AU,Australia,0,3212550,20,6223
2022-03-08,AU,Australia,0,3212550,19,6242
2022-03-09,AU,Australia,0,3212550,24,6266
2022-03-10,AU,Australia,0,3212550,14,6280
2022-03-11,AU,Australia,0,3212550,13,6293
2022-03-12,AU,Australia,0,3212550,20,6313
2022-03-13,AU,Australia,241848,3454398,30,6343
2022-03-14,AU,Australia,0,3454398,17,6360
2022-03-15,AU,Australia,0,3454398,21,6381
2022-03-16,AU,Australia,0,3454398,17,6398
2022-03-17,AU,Australia,0,3454398,27,6425
2022-03-18,AU,Australia,0,3454398,20,6445
2022-03-19,AU,Australia,0,3454398,15,6460
2022-03-20,AU,Australia,327240,3781638,22,6482
2022-03-21,AU,Australia,0,3781638,18,6500
2022-03-22,AU,Australia,0,3781638,19,6519
2022-03-23,AU,Australia,0,3781638,22,6541
2022-03-24,AU,Australia,0,3781638,26,6567
2022-03-25,AU,Australia,0,3781638,20,6587
2022-03-26,AU,Australia,0,3781638,24,6611
2022-03-27,AU,Australia,385762,4167400,20,6631
2022-03-28,AU,Australia,0,4167400,31,6662
2022-03-29,AU,Australia,0,4167400,28,6690
2022-03-30,AU,Australia,0,4167400,31,6721
2022-03-31,AU,Australia,0,4167400,25,6746
2022-04-01,AU,Australia,0,4167400,30,6776
2022-04-02,AU,Australia,0,4167400,28,6804
2022-04-03,AU,Australia,395982,4563382,27,6831
2022-04-04,AU,Australia,0,4563382,29,6860
2022-04-05,AU,Australia,0,4563382,33,6893
2022-04-06,AU,Australia,0,4563382,23,6916
2022-04-07,AU,Australia,0,4563382,28,6944
2022-04-08,AU,Australia,0,4563382,36,6980
2022-04-09,AU,Australia,0,4563382,23,7003
2022-04-10,AU,Australia,359765,4923147,26,7029
2022-04-11,AU,Australia,0,4923147,36,7065
2022-04-12,AU,Australia,0,4923147,43,7108
2022-04-13,AU,Australia,0,4923147,37,7145
2022-04-14,AU,Australia,0,4923147,44,7189
2022-04-15,AU,Australia,0,4923147,27,7216
2022-04-16,AU,Australia,0,4923147,39,7255
2022-04-17,AU,Australia,306184,5229331,24,7279
2022-04-18,AU,Australia,0,5229331,50,7329
2022-04-19,AU,Australia,0,5229331,39,7368
2022-04-20,AU,Australia,0,5229331,44,7412
2022-04-21,AU,Australia,0,5229331,47,7459
2022-04-22,AU,Australia,0,5229331,39,7498
2022-04-23,AU,Australia,0,5229331,50,7548
2022-04-24,AU,Australia,289282,5518613,46,7594
2022-04-25,AU,Australia,0,5518613,38,7632
2022-04-26,AU,Australia,0,5518613,34,7666
2022-04-27,AU,Australia,0,5518613,40,7706
2022-04-28,AU,Australia,0,5518613,49,7755
2022-04-29,AU,Australia,0,5518613,44,7799
2022-04-30,AU,Australia,0,5518613,53,7852
2022-05-01,AU,Australia,272054,5790667,37,7889
2022-05-02,AU,Australia,0,5790667,37,7926
2022-05-03,AU,Australia,0,5790667,39,7965
2022-05-04,AU,Australia,0,5790667,43,8008
2022-05-05,AU,Australia,0,5790667,42,8050
2022-05-06,AU,Australia,0,5790667,56,8106
2022-05-07,AU,Australia,0,5790667,53,8159
2022-05-08,AU,Australia,304061,6094728,45,8204
2022-05-09,AU,Australia,0,6094728,35,8239
2022-05-10,AU,Australia,0,6094728,46,8285
2022-05-11,AU,Australia,0,6094728,56,8341
2022-05-12,AU,Australia,0,6094728,49,8390
2022-05-13,AU,Australia,0,6094728,50,8440
2022-05-14,AU,Australia,0,6094728,50,8490
2022-05-15,AU,Australia,350375,6445103,53,8543
2022-05-16,AU,Australia,0,6445103,41,8584
2022-05-17,AU,Australia,0,6445103,37,8621
2022-05-18,AU,Australia,0,6445103,54,8675
2022-05-19,AU,Australia,0,6445103,46,8721
2022-05-20,AU,Australia,0,6445103,41,8762
2022-05-21,AU,Australia,0,6445103,44,8806
2022-05-22,AU,Australia,311716,6756819,54,8860
2022-05-23,AU,Australia,0,6756819,49,8909
2022-05-24,AU,Australia,0,6756819,57,8966
2022-05-25,AU,Australia,0,6756819,60,9026
2022-05-26,AU,Australia,0,6756819,51,9077
2022-05-27,AU,Australia,0,6756819,39,9116
2022-05-28,AU,Australia,0,6756819,47,9163
2022-05-29,AU,Australia,240429,6997248,41,9204
2022-05-30,AU,Australia,0,6997248,48,9252
2022-05-31,AU,Australia,0,6997248,44,9296
2022-06-01,AU,Australia,0,6997248,99,9395
2022-06-02,AU,Australia,0,6997248,53,9448
2022-06-03,AU,Australia,0,6997248,43,9491
2022-06-04,AU,Australia,0,6997248,40,9531
2022-06-05,AU,Australia,199964,7197212,48,9579
2022-06-06,AU,Australia,0,7197212,49,9628
2022-06-07,AU,Australia,0,7197212,49,9677
2022-06-08,AU,Australia,0,7197212,46,9723
2022-06-09,AU,Australia,0,7197212,38,9761
2022-06-10,AU,Australia,0,7197212,56,9817
2022-06-11,AU,Australia,0,7197212,45,9862
2022-06-12,AU,Australia,184472,7381684,48,9910
2022-06-13,AU,Australia,0,7381684,45,9955
2022-06-14,AU,Australia,0,7381684,42,9997
2022-06-15,AU,Australia,0,7381684,42,10039
2022-06-16,AU,Australia,0,7381684,54,10093
2022-06-17,AU,Australia,0,7381684,57,10150
2022-06-18,AU,Australia,0,7381684,45,10195
2022-06-19,AU,Australia,191043,7572727,59,10254
2022-06-20,AU,Australia,0,7572727,42,10296
2022-06-21,AU,Australia,0,7572727,46,10342
2022-06-22,AU,Australia,0,7572727,49,10391
2022-06-23,AU,Australia,0,7572727,60,10451
2022-06-24,AU,Australia,0,7572727,41,10492
2022-06-25,AU,Australia,0,7572727,44,10536
2022-06-26,AU,Australia,204308,7777035,42,10578
2022-06-27,AU,Australia,0,7777035,48,10626
2022-06-28,AU,Australia,0,7777035,54,10680
2022-06-29,AU,Australia,0,7777035,42,10722
2022-06-30,AU,Australia,0,7777035,48,10770
2022-07-01,AU,Australia,0,7777035,51,10821
2022-07-02,AU,Australia,0,7777035,0,10821
2022-07-03,AU,Australia,0,7777035,101,10922
2022-07-04,AU,Australia,243697,8020732,43,10965
2022-07-05,AU,Australia,0,8020732,57,11022
2022-07-06,AU,Australia,0,8020732,65,11087
2022-07-07,AU,Australia,0,8020732,61,11148
2022-07-08,AU,Australia,0,8020732,54,11202
2022-07-09,AU,Australia,0,8020732,58,11260
2022-07-10,AU,Australia,0,8020732,62,11322
2022-07-11,AU,Australia,271605,8292337,60,11382
2022-07-12,AU,Australia,0,8292337,57,11439
2022-07-13,AU,Australia,0,8292337,56,11495
2022-07-14,AU,Australia,0,8292337,62,11557
2022-07-15,AU,Australia,0,8292337,77,11634
2022-07-16,AU,Australia,0,8292337,67,11701
2022-07-17,AU,Australia,0,8292337,72,11773
2022-07-18,AU,Australia,303029,8595366,87,11860
2022-07-19,AU,Australia,0,8595366,66,11926
2022-07-20,AU,Australia,0,8595366,101,12027
2022-07-21,AU,Australia,0,8595366,96,12123
2022-07-22,AU,Australia,0,8595366,92,12215
2022-07-23,AU,Australia,0,8595366,73,12288
2022-07-24,AU,Australia,0,8595366,92,12380
2022-07-25,AU,Australia,319779,8915145,97,12477
2022-07-26,AU,Australia,0,8915145,85,12562
2022-07-27,AU,Australia,0,8915145,95,12657
2022-07-28,AU,Australia,0,8915145,86,12743
2022-07-29,AU,Australia,0,8915145,94,12837
2022-07-30,AU,Australia,0,8915145,75,12912
2022-07-31,AU,Australia,0,8915145,86,12998
2022-08-01,AU,Australia,259334,9174479,89,13087
2022-08-02,AU,Australia,0,9174479,92,13179
2022-08-03,AU,Australia,0,9174479,103,13282
2022-08-04,AU,Australia,0,9174479,81,13363
2022-08-05,AU,Australia,0,9174479,78,13441
2022-08-06,AU,Australia,0,9174479,77,13518
2022-08-07,AU,Australia,0,9174479,83,13601
2022-08-08,AU,Australia,200397,9374876,80,13681
2022-08-09,AU,Australia,0,9374876,81,13762
2022-08-10,AU,Australia,0,9374876,77,13839
2022-08-11,AU,Australia,0,9374876,67,13906
2022-08-12,AU,Australia,0,9374876,76,13982
2022-08-13,AU,Australia,0,9374876,71,14053
2022-08-14,AU,Australia,0,9374876,74,14127
2022-08-15,AU,Australia,139178,9514054,61,14188
2022-08-16,AU,Australia,0,9514054,73,14261
2022-08-17,AU,Australia,0,9514054,52,14313
2022-08-18,AU,Australia,0,9514054,45,14358
2022-08-19,AU,Australia,0,9514054,60,14418
2022-08-20,AU,Australia,0,9514054,49,14467
2022-08-21,AU,Australia,0,9514054,35,14502
2022-08-22,AU,Australia,103184,9617238,51,14553
2022-08-23,AU,Australia,0,9617238,48,14601
2022-08-24,AU,Australia,0,9617238,41,14642
2022-08-25,AU,Australia,0,9617238,49,14691
2022-08-26,AU,Australia,0,9617238,44,14735
2022-08-27,AU,Australia,0,9617238,50,14785
2022-08-28,AU,Australia,0,9617238,46,14831
2022-08-29,AU,Australia,79985,9697223,39,14870
2022-08-30,AU,Australia,0,9697223,40,14910
2022-08-31,AU,Australia,0,9697223,28,14938
2022-09-01,AU,Australia,0,9697223,31,14969
2022-09-02,AU,Australia,0,9697223,40,15009
2022-09-03,AU,Australia,0,9697223,29,15038
2022-09-04,AU,Australia,0,9697223,33,15071
2022-09-05,AU,Australia,63392,9760615,35,15106
2022-09-06,AU,Australia,0,9760615,30,15136
2022-09-07,AU,Australia,0,9760615,32,15168
2022-09-08,AU,Australia,0,9760615,33,15201
2022-09-09,AU,Australia,0,9760615,35,15236
2022-09-10,AU,Australia,0,9760615,28,15264
2022-09-11,AU,Australia,0,9760615,21,15285
2022-09-12,AU,Australia,51273,9811888,24,15309
2022-09-13,AU,Australia,0,9811888,28,15337
2022-09-14,AU,Australia,0,9811888,26,15363
2022-09-15,AU,Australia,0,9811888,24,15387
2022-09-16,AU,Australia,0,9811888,30,15417
2022-09-17,AU,Australia,0,9811888,19,15436
2022-09-18,AU,Australia,0,9811888,33,15469
2022-09-19,AU,Australia,43401,9855289,0,15469
2022-09-20,AU,Australia,0,9855289,0,15469
2022-09-21,AU,Australia,0,9855289,0,15469
2022-09-22,AU,Australia,0,9855289,0,15469
2022-09-23,AU,Australia,0,9855289,0,15469
2022-09-24,AU,Australia,0,9855289,0,15469
2022-09-25,AU,Australia,0,9855289,147,15616
2022-09-26,AU,Australia,37578,9892867,0,15616
2022-09-27,AU,Australia,0,9892867,0,15616
2022-09-28,AU,Australia,0,9892867,0,15616
2022-09-29,AU,Australia,0,9892867,0,15616
2022-09-30,AU,Australia,0,9892867,0,15616
2022-10-01,AU,Australia,0,9892867,0,15616
2022-10-02,AU,Australia,0,9892867,113,15729
2022-10-03,AU,Australia,38674,9931541,0,15729
2022-10-04,AU,Australia,0,9931541,0,15729
2022-10-05,AU,Australia,0,9931541,0,15729
2022-10-06,AU,Australia,0,9931541,0,15729
2022-10-07,AU,Australia,0,9931541,0,15729
2022-10-08,AU,Australia,0,9931541,0,15729
2022-10-09,AU,Australia,0,9931541,102,15831
2022-10-10,AU,Australia,31327,9962868,0,15831
2022-10-11,AU,Australia,0,9962868,0,15831
2022-10-12,AU,Australia,0,9962868,0,15831
2022-10-13,AU,Australia,0,9962868,0,15831
2022-10-14,AU,Australia,0,9962868,0,15831
2022-10-15,AU,Australia,0,9962868,0,15831
2022-10-16,AU,Australia,0,9962868,74,15905
2022-10-17,AU,Australia,29620,9992488,0,15905
2022-10-18,AU,Australia,0,9992488,0,15905
2022-10-19,AU,Australia,0,9992488,0,15905
2022-10-20,AU,Australia,0,9992488,0,15905
2022-10-21,AU,Australia,0,9992488,0,15905
2022-10-22,AU,Australia,0,9992488,0,15905
2022-10-23,AU,Australia,0,9992488,103,16008
2022-10-24,AU,Australia,30363,10022851,0,16008
2022-10-25,AU,Australia,0,10022851,0,16008
2022-10-26,AU,Australia,0,10022851,0,16008
2022-10-27,AU,Australia,0,10022851,0,16008
2022-10-28,AU,Australia,0,10022851,0,16008
2022-10-29,AU,Australia,0,10022851,0,16008
2022-10-30,AU,Australia,0,10022851,85,16093
2022-10-31,AU,Australia,35763,10058614,0,16093
2022-11-01,AU,Australia,0,10058614,0,16093
2022-11-02,AU,Australia,0,10058614,0,16093
2022-11-03,AU,Australia,0,10058614,0,16093
2022-11-04,AU,Australia,0,10058614,0,16093
2022-11-05,AU,Australia,0,10058614,0,16093
2022-11-06,AU,Australia,0,10058614,111,16204
2022-11-07,AU,Australia,52310,10110924,0,16204
2022-11-08,AU,Australia,0,10110924,0,16204
2022-11-09,AU,Australia,0,10110924,0,16204
2022-11-10,AU,Australia,0,10110924,0,16204
2022-11-11,AU,Australia,0,10110924,0,16204
2022-11-12,AU,Australia,0,10110924,0,16204
2022-11-13,AU,Australia,0,10110924,116,16320
2022-11-14,AU,Australia,73573,10184497,0,16320
2022-11-15,AU,Australia,0,10184497,0,16320
2022-11-16,AU,Australia,0,10184497,0,16320
2022-11-17,AU,Australia,0,10184497,0,16320
2022-11-18,AU,Australia,0,10184497,0,16320
2022-11-19,AU,Australia,0,10184497,0,16320
2022-11-20,AU,Australia,0,10184497,154,16474
2022-11-21,AU,Australia,83407,10267904,0,16474
2022-11-22,AU,Australia,0,10267904,0,16474
2022-11-23,AU,Australia,0,10267904,0,16474
2022-11-24,AU,Australia,0,10267904,0,16474
2022-11-25,AU,Australia,0,10267904,0,16474
2022-11-26,AU,Australia,0,10267904,0,16474
2022-11-27,AU,Australia,0,10267904,178,16652
2022-11-28,AU,Australia,97897,10365801,0,16652
2022-11-29,AU,Australia,0,10365801,0,16652
2022-11-30,AU,Australia,0,10365801,0,16652
2022-12-01,AU,Australia,0,10365801,0,16652
2022-12-02,AU,Australia,0,10365801,0,16652
2022-12-03,AU,Australia,0,10365801,0,16652
2022-12-04,AU,Australia,0,10365801,259,16911
2022-12-05,AU,Australia,107902,10473703,0,16911
2022-12-06,AU,Australia,0,10473703,0,16911
2022-12-07,AU,Australia,0,10473703,0,16911
2022-12-08,AU,Australia,0,10473703,0,16911
2022-12-09,AU,Australia,0,10473703,0,16911
2022-12-10,AU,Australia,0,10473703,0,16911
2022-12-11,AU,Australia,0,10473703,272,17183
2022-12-12,AU,Australia,112016,10585719,0,17183
2022-12-13,AU,Australia,0,10585719,0,17183
2022-12-14,AU,Australia,0,10585719,0,17183
2022-12-15,AU,Australia,0,10585719,0,17183
2022-12-16,AU,Australia,0,10585719,0,17183
2022-12-17,AU,Australia,0,10585719,0,17183
2022-12-18,AU,Australia,0,10585719,299,17482
2022-12-19,AU,Australia,108322,10694041,0,17482
2022-12-20,AU,Australia,0,10694041,0,17482
2022-12-21,AU,Australia,0,10694041,0,17482
2022-12-22,AU,Australia,0,10694041,0,17482
2022-12-23,AU,Australia,0,10694041,0,17482
2022-12-24,AU,Australia,0,10694041,0,17482
2022-12-25,AU,Australia,0,10694041,334,17816
2022-12-26,AU,Australia,91518,10785559,0,17816
2022-12-27,AU,Australia,0,10785559,0,17816
2022-12-28,AU,Australia,0,10785559,0,17816
2022-12-29,AU,Australia,0,10785559,0,17816
2022-12-30,AU,Australia,0,10785559,0,17816
